Track ID 	 Topic 	 Lyrics 
47397638	Christmas	"Where Are You Christmas"  Where are you Christmas Why can't I find you Why have you gone away Where is the laughter You used to bring me Why can't I hear music play  My world is changing I'm rearranging Does that mean Christmas changes too    
11115708	Christmas	On Christmas morn, among my toys, I thought I heard, a funny noise, Ran downstairs so I could see, Just what Santa Clause had left for me.  Something barked on Christmas Morning, Underneath our Christmas Tree    
1854967	Christmas	Oh Christmas Time you always have been on my mind Of Christmas Night I am dreaming for so long. Oh Christmas Time the peace on earth we hope to find. Oh Christmas Time we're waiting for so long!  And I believe at Christmas I am in love again. And I believe there's someone there for me.  And far away we hear the bells go ding ding dong. Oh Christmas Time, oh Christmas Time - please wait for me!     
146415	Christmas	Well, Santa's got his hair all piled high Swingin' his sleigh right through the sky For the Christmas, Rockabilly Christmas He's a real cool cat with shades and his old red hat  Santa's got his creepers red and green Swingin' his sleigh while the kiddies dream For the Christmas, Rockabilly Christmas He's a real cool cat with shades and his old red hat  Rock rock rockabilly Christmas Rock rock rockabilly Christmas Rock rock rockabilly Christmas Rock rock rockabilly Christmas He's a real cool cat with shades and his old red hat  Santa's got his hair all piled high    
1994667	Christmas	People making lists, buying special gifts It's a time to be kind to one and all It's the time of year when good friends are dear And you wish you could give more Than just presents from a store Why don't you give love on Christmas day (Christmas day)  Even the man who has everything Would be so happy if you would bring Him love on Christmas day (Christmas day) No greater gift is there than love    
8807352	Christmas	Saa CHRISTMAS ippai no egao kimi ni todoketa PARTY NIGHT saa CHRISTMAS ippai no negai kimi ni chikaunda HOLY HOLY NIGHT  kotoshi no CHRISTMAS chotto tokubetsu sa WHITE CHRISTMAS janaku datte hoshikuzu no ILLUMINATION hora furitsumoru yo  kirakira kagayaite    
32706867	Christmas	Kiss Kiss me Kiss Kiss me Its christmas gift and I belive I do believe in magic Imagine night you'll come to see you'll come to see me baby Santa Claus comes to tell dont forget my present please I need here in my arms I just need my Christmas Kiss me baby kiss me all your love Show me baby show me all your love Kiss me baby kiss me kiss me baby kiss me All christmas night  It's Christmas time so come outside Wanna do I feel so happy Because of you, I know tonight you'll say I missed you baby    
1440524	Christmas	Flah who floraze Sah who doraze Welcome Christmas Bring your light  Flah who floraze Sah who doraze Welcome in The cold dark night  Welcome Christmas Fah who rahmoose Welcome Christmas    
841550	Christmas	Hang all the mistletoe I'm gonna get to know you better This Christmas And as we trim the tree How much fun it's gonna be together This Christmas  The fireside is blazing bright We're caroling through the night And this Christmas will be A very special Christmas for me, yeah  Presents and cards are here My world is filled with cheer and you This Christmas    
47329045	Christmas	Born unto us this day a Saviour Gifted from heaven to a manger The hope of the world A light for all mankind All of the earth rejoice It's Christmas time  So lift up your voice and sing out His praise It's Christmas Born is the King, rejoice in the day It's Christmas Make a joyful sound It's Christmas Let His praise resound It's Christmas     
47560561	Christmas	I pray on Christmas That the Lord will see me through I pray on Christmas He'll show me what to do  I pray on Christmas He'll help me understand And I pray on Christmas He'll take me by the hand  I pray on Christmas That the sick will soon be strong I pray on Christmas The Lord will hear my song     
1721716	Christmas	i wish you a sucky Christmas i wish you a sucky Christmas i wish you a shitty Christmas And hate Richard Gere  i wish you a shitty Christmas    
64130020	Christmas	SONGTEKSTEN  I'll be home for Christmas You can plan on me Please have snow and mistletoe And presents on the tree    
49561859	Christmas	I saw three ships come sailing in On Christmas Day, on Christmas Day; I saw three ships come sailing in On Christmas Day in the morning.  Pray, wither sailed those ships all three, On Christmas Day, on Christmas Day; Pray, wither sailed those ships all three, On Christmas Day in the morning.  O they sailed into Bethlehem, On Christmas Day, on Christmas Day; O they sailed into Bethlehem,    
11664484	Christmas	We must not fear this as it grows near Christmas will be soon Luring like the moon  Decorate your untamed nature Christmas will be soon  Now, let go of Solstice and save our souls Christmas will be soon Very very soon  Idols come and go, Melting like the snow when sunlight comes Play their drums Play their drums  Cut down our twig shrine    
58698688	Christmas	I'll be home for Christmas, You can count on me, Please have snow and mistletoe, And presents under the tree. Christmas Eve will find me, Where the lowlight gleams,    
46436404	Christmas	I wish it was Christmas every day    
444117	Christmas	olhaedo dasiboneun Christmas tree gidaryeotdeon nareur chaja ongeonji geori got goseur hwanhi baikhigo nan oneuldo naeildo Christmas day  areumdaun jomyeongdeullo hwanhage nae soen kkoc hyangiro gadeukhae dasi bor neoui yeppeun misoga beolsseobutto nareur seollege hae  With you, shawty with you With you, shawty with you With you, beautiful christmas day  jigeumdo neoui nuneur saengakhae gamanhi nal ollyeoda borttaeun salmyeossi kkog anajugopeun nan oneuldo naeildo Christmas day  ajig eoryeo sarangeun jal moreujiman nega gajang areumdaun geon ara dugeun daeneun maeum gadeug ango    
1197030	Christmas	Why don't you do that little Christmas Carol you wrote? You told me you wrote a Christmas Carol. It's late, I know, but you didn't get it finished for Christmas.    
48490902	Christmas	olhaedo dasiboneun Christmas treegidaryeotdeon nareur chaja ongeonjigeori got goseur hwanhi baikhigonan oneuldo naeildo Christmas dayareumdaun jomyeongdeullo hwanhagenae soen kkoc hyangiro gadeukhaedasi bor neoui yeppeun misogabeolsseobutto nareur seollege hae With you, shawty with you With you, shawty with you With you, beautiful christmas dayjigeumdo neoui nuneur saengakhaegamanhi nal ollyeoda borttaeunsalmyeossi kkog anajugopeunnan oneuldo naeildo Christmas dayajig eoryeo sarangeun jalmoreujimannega gajang areumdaun geon aradugeun daeneun maeum gadeug angonan oneuldo naeildo Christmas day With you, shawty with you With you, shawty with you With you, beautiful christmas day    
17376282	Christmas	there's an angel on the garden path and a reindeer on the lawn, there's a little elf on the kitchen shelf and sleigh bells in the hall there are stockings on the fireplace and what else can i see a million miles of tinsel wrapped around our christmas tree and it feels like christmas feels like christmas feels like christmas to me    
9212850	Christmas	olhaedo dasiboneun Christmas tree gidaryeotdeon nareur chaja ongeonji geori got goseur hwanhi baikhigo nan oneuldo naeildo Christmas day  areumdaun jomyeongdeullo hwanhage nae soen kkoc hyangiro gadeukhae dasi bor neoui yeppeun misoga beolsseobutto nareur seollege hae  With you, shawty with you With you, shawty with you With you, beautiful christmas day  jigeumdo neoui nuneur saengakhae gamanhi nal ollyeoda borttaeun salmyeossi kkog anajugopeun nan oneuldo naeildo Christmas day  ajig eoryeo sarangeun jal moreujiman nega gajang areumdaun geon ara dugeun daeneun maeum gadeug ango    
10164870	Christmas	if it's cold and all alone whose gonna keep me warm on Christmas whose gonna keep me warm on Christmas    
49141844	Christmas	Like a snowman Heart is frozen Waiting for the snowflakes When you're feeling so lonely And nothing's going your way Nothing to say In the fireplace Many bright flames They are warming my soul It's almost the new year So this the moment to say    
16770528	Christmas	On the first day of Christmas, my true love sent to me a partridge in a pear tree On the second day of Christmas, my true love sent to me two turtle doves and a partridge in a pear tree On the third day of Christmas, my true love sent to me three french hens two turtle doves and a partridge in a pear tree On the fourth day of Christmas, my true love sent to me four qualing birds three french hens two turtle doves    
34090656	Christmas	olhaedo dasiboneun Christmas tree gidaryeotdeon nareur chaja ongeonji geori got goseur hwanhi baikhigo nan oneuldo naeildo Christmas day  areumdaun jomyeongdeullo hwanhage nae soen kkoc hyangiro gadeukhae dasi bor neoui yeppeun misoga beolsseobutto nareur seollege hae  With you, shawty with you With you, shawty with you With you, beautiful christmas day  jigeumdo neoui nuneur saengakhae gamanhi nal ollyeoda borttaeun salmyeossi kkog anajugopeun nan oneuldo naeildo Christmas day  ajig eoryeo sarangeun jal moreujiman nega gajang areumdaun geon ara dugeun daeneun maeum gadeug ango    
263164	Christmas	Christmas just ain't Christmas Without the one you love New Years just ain't New Years Without the one you love Underneath the mistletoe I saw a face all aglow Last year this time Now I'm staying home alone And my house is not a home Without that girl of mine Christmas just ain't Christmas    
27230613	Christmas	There's Christmas magic here, and there's one thing I know (I'm already there) Just look around you, feel it everywhere you go  'Cause it's a new year, it's on the way Special dreams for all who say That it's Christmas, so promise that you'll stay  Sleigh bells are ringing, with just one thing on my mind (I'm over the snow) We should be here together, 'cause it's Christmas time  So how could you go so far away?    
2261860	Christmas	Once upon a Christmas, far away in Bethlehem Mary, being great with her child Had no place to lie down So Joseph found a stable, in which Mary had her child Once upon a Christmas, was the birth of Jesus Christ  Once upon a Christmas, in a manger far away A King was born, His palace was a manger filled with hay His royal robe was swaddling close, a halo was His crown Once upon a Christmas, far away in Bethlehem  And all the world rejoiced because the King was born at last A saviour had been promised Now it had come to pass And the joyfull news that He was born    
14558921	Christmas	Hoo Hoo Hoo Hoo Hoo Hoo Hoo Christmas Hoo Hoo Hoo Hoo Hoo Hoo Hoo Christmas  I sent a letter, to you know who My Christmas wish was, to be with you Don't need no present, wrapped red, gold or blue ‘Cause you're everything that the seasons could bring It's Christmas time, and let the carolers sing  Our story starts with, the gift of love And it grew brighter, than the stars above    
14607431	Christmas	The mood is right The spirits up We're here tonight And that's enough  Simply having a wonderful Christmas time Simply having a wonderful Christmas time  The party's on The feeling's here That only comes This time of year  Simply having a wonderful Christmas time Simply having a wonderful Christmas time  The choir of children sing their song Ding dong, ding dong Ding dong, ding Ohhhh    
43277255	Christmas	Everywhere in a hundred different places On Lumiere and Cogsworth's faces You can see it's Christmas Eve Christmas lights Candles burning in the windows When the dwarves put on their best clothes I believe it's Christmas Eve  Christmas is coming and everyone sees Bows on the presents and snow on the trees Flounder's excited, Sebastian's so pleased Joy is in the air Christmas is coming for one and for all Good friends and family are coming to call I bought the Prince slippers They're throwing a ball Christmas is everywhere  All around There are Christmas decorations Happy Christmas celebrations You can see it's Christmas Eve Stars shine bright Fires burning, cookies baking    
453196	Christmas	Christmas cards, Christmas cards Love to see the pretty Christmas cards Bringing you sweet regards Wishing you the best of happiness  Love to write to someone I'm thinking of Love to write to the place and folks I love Love to send them a message of good cheer With words sincere when Christmas is here (When Christmas is here)  Oh, Christmas cards, Christmas cards Love to see the pretty Christmas cards    
865290	Christmas	One year I got a dog for Christmas  And I gave it to the boy next door  Then I gave him my bike and my mom's bank card  Cuz that's what Christmas is for  I used to give a lot at Christmas  You might say I gave to much  Until my family was broke and we had no place to live  That's why Christmas sucks   I went down to the mall each Christmas  Had to the Santa what to bring  A train, a bike, a pony and a great big pile of cash  And please don't get my sister anything  But the shopping mall Santa has been drinking  His nose is red from years of drinking scotch  He probably won't remember what's on my Christmas list     
10347248	Christmas	So this is Christmas And what have you done Another year over And a new just begun  So this is Christmas I hope you have fun The near and the dear ones The old and the young  A very merry Christmas And a happy new year Let's hope it's a good one    
1924424	Christmas	All that I have, I give to you All that is love, I see in you All that I ask this Christmas All that I need this Christmas All that I want this Christmas is you   All that I am because of you    
385443	Christmas	Come on Christmas Come on Christmas Come on Christmas Come on Christmas Come on Christmas Come on Christmas Come on Christmas Come on Christmas Come on Christmas Come on Christmas Ooh I'm feelin' good Ooh tonight's the night Been so long, but I don't why Ooh somebody, treat me right I'm really in the mood tonight Come on Christmas and come on time Come on, come on Come on now Christmas! Come on, come on    
2378061	Christmas	Do you believe in fairy tales? I don't know But I do believe in Christmas  Walking through a winter dreamland Sleighbells ringing and my friends by my side I know we're having fun together Out on a Christmas ride  The snow is falling all around me The reindeer is singing our favourite song And Santa's coming to our party Dancing all night long  'Cos I believe in Christmas I believe in dreams come true When it's cold outside I close my eyes And it's magic through and through I believe in Christmas I believe in Santa's gifts    
1697549	Christmas	I could open one hundred presents Underneath the Christmas Tree But you know that's not the essence Of what Christmas means to me And my tears are falling harder Than the snowflakes from the sky Because Christmas isn't Christmas Since You Said Goodbye  I've been asked to lots of parties To celebrate the season But what's the sense if you're not there I can't find a reason    
14042586	Christmas	And so this Is christmas, and what have you done? another year over, and a new one just begun, and so this Is christmas! I hope you have fun, The near and the dear ones, the old and the young. A very merry christmas, and a happy new year! Lets hope It´s a good one, without any fear.    
86161	Christmas	I'll have A Blue Christmas Without you I'll be so blue Thinking about you Decorations of red On a green Christmas tree Won't be the same If you're not here with me     
1745553	Christmas	Rocking around the Christmas tree at the Christmas party hop Mistletoe hung where you can see every couple tries to stop Rocking around the Christmas tree, let the Christmas spirit ring Later we'll have some pumpkin pie and we'll do some caroling.    
514191	Christmas	Have yourself a merry little Christmas, Let your heart be light From now on, our troubles will be out of sight  Have yourself a merry little Christmas, Make the Yule-tide gay,    
53038051	Christmas	Have yourself a merry little Christmas Let your heart be light From now on your troubles will be out of sight  Have yourself a merry little Christmas Make the Yuletide gay From now on your troubles will be miles away    
47397624	Christmas	This night we pray Our lives will show This dream he had Each child still knows  This night we pray Our lives will show This dream he had    
42941877	Christmas	I'll be home for Christmas You can count on me Please have snow and the mistletoe And presents under tree    
2860650	Christmas	Hello, Cindy, where have you been? Almost a year ago, you said goodbye to me And isn't it funny, Cindy, on this very day Under the Christmas tree, you went away  But I wish you a Merry Christmas, happy New Year And, please, don't go away but try to stay Wish you a Merry Christmas, happy New Year    
10830092	Christmas	Christmas cards, Christmas cards I love to see the pretty Christmas cards Bringing you sweet regards Wishing you the best of happiness  Love to write to someone I'm thinking of Love to write to the place and folks I love Love to send them a message of good cheer With words sincere When Christmas is here  Oh Christmas cards, Christmas cards    
40905415	Christmas	I'm dreaming of a white Christmas Just like the ones I used to know Where the treetops glisten and children listen To hear sleigh bells in the snow    
22706472	Christmas	ohh yeah You're all I want for Christmas All I want my whole life through Each day is just like Christmas Anytime that I with you     
40013095	Christmas	well mom and dad said we could so i did what i should i hung my stocking on a wall i didn't get a thing at all  i don't believe in christmas i don't believe in christmas i don't believe in christmas 'cause i didn't get nothin' last year  well stayin' up late to see santa clause fly well sure enough don't ya know the fat boy didn't show  i don't believe in christmas i don't believe in christmas i don't believe in christmas 'cause i didn't get nothin' last year    
8039946	Christmas	Have yourself a merry little Christmas, Let your heart be light From now on, our troubles will be out of sight  Have yourself a merry little Christmas, Make the Yule-tide gay,    
47161417	Christmas	I can't recommend that you spend Christmas in prison!  No jingle bells, just prison cells It's Christmas in prison!  For a Christmas prank, you get Christmas shanked It's Christmas in prison!  You don't get the kind of present you hoped for if you drop the soap on the floor It's Christmas in prison!     
68263208	Christmas	Glooooria It's that time of year, we all come out and met. Sleigh bells on your radio, it's all over the streets. No we don't get much snow, that happens in Chicago. When in LA good cheer, wearing Binkinis on the pier.  It's a California Christmas, another California Christmas A California Christmas, another California Christmas    
11553408	Christmas	One Christmas at a time, baby One Christmas at a time — oh yeah One Christmas at a time, baby One Christmas at a time  I put all this year's presents on my credit card and kinda went overboard But by this time next year, my podcast will be earning serious money  One Christmas at a time, baby One Christmas at a time — oh yeah One Christmas at a time, baby One Christmas at a time  Every year, my brother gets totally trashed and passes out on the couch, So this year, I dusted all the couches with itching powder  One Christmas at a time, baby    
14565601	Christmas	Merry Christmas and Happy Holidays Merry Christmas, Merry Christmas Happy Holidays We've been waiting all year for this night And the snow is glistening on the trees outside And all the stockings are hung by the fire side Waitng for Santa to arrive And all the love will show 'Cause everybody knows It's Christmastime and All the kids will see The gifts under the tree It's the best time of the year for the family It's a wonderful feeling Feel the love in the room From the floor to the ceiling It's that time of year Christmastime is here And with the blessings from above God sends you his love And everybody's okay Merry Christmas, Happy Holidays Merry Christmas Merry Christmas Happy Holidays    
1529831	Christmas	and the star you fell in love to    
14007560	Christmas	We wish you a Merry Christmas We wish you a Merry Christmas We wish you a Merry Christmas And a Happy New Year We wish you a Merry Christmas We wish you a Merry Christmas We wish you a Merry Christmas And a Happy New Year Good tidings we bring to you and your kin Good tidings for Christmas And a Happy New Year Feliz Navidad Feliz Navidad Feliz Navidad Prospero año y felicidad Feliz Navidad Feliz Navidad Feliz Navidad    
3478196	Christmas	Christmas eve, and your message machine I'm in mounds of snow, and carols play on the radio yeah the road is longer than it was before but now I've heard your voice and I need you more A few more hours and minutes to go thank god I'm coming home It's christmas, save some love for me It's christmas, your christmas to me Just to watch your eyes glow as we're sitting live by the fire low it's christmas, and I'm coming home Now I've got an angel for the highest branch in the tree    
11277198	Christmas	My Aunt Margret said she knew Every Christmas carol Songs of holly, Santa, snow, And reindeer by the barrel  So I set out to find some unsung Christmas thing So for her sake we would have a brand new carol to sing  Christmas monkey, Christmas monkey No one's sung about Christmas monkey Christmas monkey's got no song It's been that way for much too long  Monkeys run, Monkeys climb Monkeys love Christmas time Just ask George, the hairy one here He's got spirit and monkety cheer  He's got spirit and monkety cheer    
43329078	Christmas	I wait for Christmas all year long How I wish I that I could only change it Take the calendar and re-arrange it Then every day would be so nice Candy Canes and all the Snow that's fallin' Every summer we'd be Deck the Hallin'  Every day at Christmas comes from me to you So I pray…And I wait… And I hope that it doesn't come late.  Why couldn't it be Christmas everyday. Riding around with Santa on his Sleigh Don't you know if you'll be good just like you should You'll hear those jingle bells ring  Why couldn't it be Christmas everynight So that it will meet those twinkling lights When you say that every days a holiday You'll here those carolers sing    
10645854	Christmas	Someday at Christmas men wont be boys Playin with bombs like kids play with toys One Warm December our hearts will see A world where men are free  Someday at Christmas there'll be no wars When we have learned what Christmas is for When we have found what life's really worth There'll be peace on earth  Someday all our dreams will come to be Someday in a world where men are free Maybe not in time for you and me But someday at Christmastime     
50991841	Christmas	If all our days are numbered then why are we still counting them? Not gonna live my life just worrying about the bitter end I laid out on the couch as you tore through every gift I wrapped It was a cemetery of cardboard boxes and 15 seconds flat  Another Christmas and you're still mine Another Christmas for another year Another Christmas and we're still alive Merry Christmas my dear  The fall had left me before I had the chance to take it in    
49245139	Christmas	She reads much about life Looks for clues on how to live it She's got an Excel sheet of dreams That will not come true  She writes songs about love She sings from them from her heart Yet I am never in the chorus  Merry Christmas, Marie Merry Christmas, Marie Merry Christmas, Marie I'm giving you your heart back    
2579531	Christmas	Steal this night away So that we're not waiting The feeling in my gut Makes my head ache And the feeling that i get Walking downstairs The feelings of surprise Before my eyes  It's a miracle It's a miracle On this christmas day On this christmas day It's a miracle It's a miracle It's on this christmas day  And the gifts that we all gave    
38057176	Christmas	Bridge) Have yourself a merry little Christmas Make it a special holiday  () Usually round this time of the year I used to hug on my lady Used to hug on my baby Cuddling women next to the fire place Watching the snow fall down  (Pre-1) Ever since you ran away Christmas aint been the same without you baby, out you baby Oh if I had one wish It would be to never spend a Christmas without you baby, out you baby  (Pre-2) Now here we are in these lonely days First night without you girl was the coldest day    
18352587	Christmas	Merry Christmas Na Oohh.ohhh.oohhh Matagal ko ng pangarap Merry christmas na may kayakap Every year nagsisimbang gabi Praying hard na may makatabi I thought cold december nights again ang gift ni santa para sa akin but I guess I've been good this year Cause the best gift is already here Merry Christmas Na Sa aking puso Merry Christmas Na dahil sa'yo (dahil sa'yo) Merry christmas Na Sa aking puso Merry Christmas na because love mo 'ko (love mo 'ko) Merry Christmas na Sa aking puso Merry Christmas na dahil sa'yo (dahil sa'yo) Merry Christmas na Sa aking puso Merry Christmas na because love mo 'ko (love mo 'ko) You are for me is warm and if you is where I belong (where I belong)    
7017353	Christmas	This time of year is happy, but hard 'Cause you're not here I see your face now still in my heart But you're not here  Can I be strong now? But I still believe in Christmas I still believe in Christmas    
7530508	Christmas	The cold wind is blowing and the streets are getting dark I'm writing you this letter though I don't know where to start The bells will be ringing Saint John Divine I get a little lonely every year around this time  The music plays all night in Little Italy The lights will be going up on Rockefella's tree People window shopping on Fifth Avenue But all I want for Christmas is you  Nobody ought to be alone on Christmas Nobody ought to be alone on Christmas Nobody ought to be Alone on Christmas  Things are different since you've been here last Childhood dreaming is a thing of the past Maybe you can bring us some hope this year    
1522387	Christmas	Christmas comes but once a year And to me it brings good cheer And to everyone who likes wine and beer  Happy new year is after that Happy I'll be that is a fact That's why I like to hear Folks who say that "Christmas is here"     
2853324	Christmas	Navy Pier at Christmas you can go At 3 a.m. there will be no one The Ferris wheel still turns As though it's a popular attraction still And when this songs slowly play through the old broken P A  A new heart for Christmas A new heart for Christmas    
12384236	Christmas	:  Passengers are reminded to keep personal items and luggage with them at all times. Any unattended luggage in the terminal building will be removed by security …… and may be destroyed.  : Outside, the taxi window On the way to catch my flight I notice snowflakes playing In the everfading light  When he dropped me at departures It was really coming down Deep and crisp and evil It settled on the ground  It looks like Christmas, Christmas at the airport All the planes are grounded And the fog is rolling in    
47397653	Christmas	So this is Christmas And what have you done? Another year over And a new one just begun  And so this is Christmas I hope you have fun The near and the dear one The old and the young.  A very Merry Christmas And a Happy New Year Let's hope it's a good one Without any fear  And so this is Christmas    
1853777	Christmas	Happy X-mas  Johnny Logan  By: John Lennon  So this is Christmas. And what have you done. Another year over. And a new one just begun.  And so this is Christmas. I hope you have fun. The near and the dear one. The old and the young.  A very, merry Christmas. And a happy new year.    
31995777	Christmas	Women Zhu Ni Sheng Dan Kuai Le  We Wish you a Merry Christmas Little drummer boy Jingle Bells    
